     istep       time        |phi|^2       |apar|^2       |bpar|^2
      7720   7.7200E+001   4.9413E+006   0.0000E+000   0.0000E+000
      7740   7.7400E+001   5.1733E+006   0.0000E+000   0.0000E+000
      7760   7.7600E+001   5.4161E+006   0.0000E+000   0.0000E+000
      7780   7.7800E+001   5.6704E+006   0.0000E+000   0.0000E+000
      7800   7.8000E+001   5.9366E+006   0.0000E+000   0.0000E+000
      7820   7.8200E+001   6.2153E+006   0.0000E+000   0.0000E+000
      7840   7.8400E+001   6.5070E+006   0.0000E+000   0.0000E+000
      7860   7.8600E+001   6.8124E+006   0.0000E+000   0.0000E+000
      7880   7.8800E+001   7.1322E+006   0.0000E+000   0.0000E+000
      7900   7.9000E+001   7.4670E+006   0.0000E+000   0.0000E+000
      7920   7.9200E+001   7.8174E+006   0.0000E+000   0.0000E+000
      7940   7.9400E+001   8.1843E+006   0.0000E+000   0.0000E+000
      7960   7.9600E+001   8.5685E+006   0.0000E+000   0.0000E+000
      7980   7.9800E+001   8.9706E+006   0.0000E+000   0.0000E+000
      8000   8.0000E+001   9.3916E+006   0.0000E+000   0.0000E+000
      8020   8.0200E+001   9.8323E+006   0.0000E+000   0.0000E+000
      8040   8.0400E+001   1.0294E+007   0.0000E+000   0.0000E+000
      8060   8.0600E+001   1.0777E+007   0.0000E+000   0.0000E+000
      8080   8.0800E+001   1.1282E+007   0.0000E+000   0.0000E+000
      8100   8.1000E+001   1.1812E+007   0.0000E+000   0.0000E+000
      8120   8.1200E+001   1.2366E+007   0.0000E+000   0.0000E+000
      8140   8.1400E+001   1.2946E+007   0.0000E+000   0.0000E+000
      8160   8.1600E+001   1.3554E+007   0.0000E+000   0.0000E+000
      8180   8.1800E+001   1.4190E+007   0.0000E+000   0.0000E+000
      8200   8.2000E+001   1.4855E+007   0.0000E+000   0.0000E+000
      8220   8.2200E+001   1.5552E+007   0.0000E+000   0.0000E+000
      8240   8.2400E+001   1.6282E+007   0.0000E+000   0.0000E+000
      8260   8.2600E+001   1.7046E+007   0.0000E+000   0.0000E+000
      8280   8.2800E+001   1.7845E+007   0.0000E+000   0.0000E+000
      8300   8.3000E+001   1.8682E+007   0.0000E+000   0.0000E+000
      8320   8.3200E+001   1.9559E+007   0.0000E+000   0.0000E+000
      8340   8.3400E+001   2.0476E+007   0.0000E+000   0.0000E+000
      8360   8.3600E+001   2.1437E+007   0.0000E+000   0.0000E+000
      8380   8.3800E+001   2.2442E+007   0.0000E+000   0.0000E+000
      8400   8.4000E+001   2.3495E+007   0.0000E+000   0.0000E+000
      8420   8.4200E+001   2.4597E+007   0.0000E+000   0.0000E+000
      8440   8.4400E+001   2.5750E+007   0.0000E+000   0.0000E+000
      8460   8.4600E+001   2.6958E+007   0.0000E+000   0.0000E+000
      8480   8.4800E+001   2.8222E+007   0.0000E+000   0.0000E+000
      8500   8.5000E+001   2.9546E+007   0.0000E+000   0.0000E+000
      8520   8.5200E+001   3.0932E+007   0.0000E+000   0.0000E+000
      8540   8.5400E+001   3.2382E+007   0.0000E+000   0.0000E+000
      8560   8.5600E+001   3.3901E+007   0.0000E+000   0.0000E+000
      8580   8.5800E+001   3.5491E+007   0.0000E+000   0.0000E+000
      8600   8.6000E+001   3.7155E+007   0.0000E+000   0.0000E+000
      8620   8.6200E+001   3.8897E+007   0.0000E+000   0.0000E+000
      8640   8.6400E+001   4.0721E+007   0.0000E+000   0.0000E+000
      8660   8.6600E+001   4.2631E+007   0.0000E+000   0.0000E+000
      8680   8.6800E+001   4.4630E+007   0.0000E+000   0.0000E+000
      8700   8.7000E+001   4.6723E+007   0.0000E+000   0.0000E+000
      8720   8.7200E+001   4.8913E+007   0.0000E+000   0.0000E+000
      8740   8.7400E+001   5.1207E+007   0.0000E+000   0.0000E+000
      8760   8.7600E+001   5.3608E+007   0.0000E+000   0.0000E+000
      8780   8.7800E+001   5.6122E+007   0.0000E+000   0.0000E+000
      8800   8.8000E+001   5.8753E+007   0.0000E+000   0.0000E+000
      8820   8.8200E+001   6.1508E+007   0.0000E+000   0.0000E+000
      8840   8.8400E+001   6.4392E+007   0.0000E+000   0.0000E+000
      8860   8.8600E+001   6.7411E+007   0.0000E+000   0.0000E+000
      8880   8.8800E+001   7.0571E+007   0.0000E+000   0.0000E+000
      8900   8.9000E+001   7.3880E+007   0.0000E+000   0.0000E+000
      8920   8.9200E+001   7.7344E+007   0.0000E+000   0.0000E+000
      8940   8.9400E+001   8.0970E+007   0.0000E+000   0.0000E+000
      8960   8.9600E+001   8.4766E+007   0.0000E+000   0.0000E+000
      8980   8.9800E+001   8.8741E+007   0.0000E+000   0.0000E+000
      9000   9.0000E+001   9.2901E+007   0.0000E+000   0.0000E+000
      9020   9.0200E+001   9.7257E+007   0.0000E+000   0.0000E+000
      9040   9.0400E+001   1.0182E+008   0.0000E+000   0.0000E+000
      9060   9.0600E+001   1.0659E+008   0.0000E+000   0.0000E+000
      9080   9.0800E+001   1.1159E+008   0.0000E+000   0.0000E+000
      9100   9.1000E+001   1.1682E+008   0.0000E+000   0.0000E+000
      9120   9.1200E+001   1.2230E+008   0.0000E+000   0.0000E+000
      9140   9.1400E+001   1.2803E+008   0.0000E+000   0.0000E+000
      9160   9.1600E+001   1.3403E+008   0.0000E+000   0.0000E+000
      9180   9.1800E+001   1.4032E+008   0.0000E+000   0.0000E+000
      9200   9.2000E+001   1.4689E+008   0.0000E+000   0.0000E+000
      9220   9.2200E+001   1.5378E+008   0.0000E+000   0.0000E+000
      9240   9.2400E+001   1.6099E+008   0.0000E+000   0.0000E+000
      9260   9.2600E+001   1.6854E+008   0.0000E+000   0.0000E+000
      9280   9.2800E+001   1.7644E+008   0.0000E+000   0.0000E+000
      9300   9.3000E+001   1.8471E+008   0.0000E+000   0.0000E+000
      9320   9.3200E+001   1.9337E+008   0.0000E+000   0.0000E+000
      9340   9.3400E+001   2.0244E+008   0.0000E+000   0.0000E+000
      9360   9.3600E+001   2.1193E+008   0.0000E+000   0.0000E+000
      9380   9.3800E+001   2.2186E+008   0.0000E+000   0.0000E+000
      9400   9.4000E+001   2.3227E+008   0.0000E+000   0.0000E+000
      9420   9.4200E+001   2.4316E+008   0.0000E+000   0.0000E+000
      9440   9.4400E+001   2.5456E+008   0.0000E+000   0.0000E+000
      9460   9.4600E+001   2.6649E+008   0.0000E+000   0.0000E+000
      9480   9.4800E+001   2.7898E+008   0.0000E+000   0.0000E+000
      9500   9.5000E+001   2.9206E+008   0.0000E+000   0.0000E+000
      9520   9.5200E+001   3.0576E+008   0.0000E+000   0.0000E+000
      9540   9.5400E+001   3.2009E+008   0.0000E+000   0.0000E+000
      9560   9.5600E+001   3.3510E+008   0.0000E+000   0.0000E+000
      9580   9.5800E+001   3.5081E+008   0.0000E+000   0.0000E+000
      9600   9.6000E+001   3.6726E+008   0.0000E+000   0.0000E+000
      9620   9.6200E+001   3.8448E+008   0.0000E+000   0.0000E+000
      9640   9.6400E+001   4.0251E+008   0.0000E+000   0.0000E+000
      9660   9.6600E+001   4.2138E+008   0.0000E+000   0.0000E+000
      9680   9.6800E+001   4.4114E+008   0.0000E+000   0.0000E+000
      9700   9.7000E+001   4.6182E+008   0.0000E+000   0.0000E+000
      9720   9.7200E+001   4.8347E+008   0.0000E+000   0.0000E+000
      9740   9.7400E+001   5.0614E+008   0.0000E+000   0.0000E+000
      9760   9.7600E+001   5.2987E+008   0.0000E+000   0.0000E+000
      9780   9.7800E+001   5.5472E+008   0.0000E+000   0.0000E+000
      9800   9.8000E+001   5.8073E+008   0.0000E+000   0.0000E+000
      9820   9.8200E+001   6.0796E+008   0.0000E+000   0.0000E+000
      9840   9.8400E+001   6.3647E+008   0.0000E+000   0.0000E+000
      9860   9.8600E+001   6.6631E+008   0.0000E+000   0.0000E+000
      9880   9.8800E+001   6.9755E+008   0.0000E+000   0.0000E+000
      9900   9.9000E+001   7.3026E+008   0.0000E+000   0.0000E+000
      9920   9.9200E+001   7.6451E+008   0.0000E+000   0.0000E+000
      9940   9.9400E+001   8.0035E+008   0.0000E+000   0.0000E+000
      9960   9.9600E+001   8.3788E+008   0.0000E+000   0.0000E+000
      9980   9.9800E+001   8.7717E+008   0.0000E+000   0.0000E+000
     10000   1.0000E+002   9.1830E+008   0.0000E+000   0.0000E+000
     10020   1.0020E+002   9.6137E+008   0.0000E+000   0.0000E+000
     10040   1.0040E+002   1.0064E+009   0.0000E+000   0.0000E+000
     10060   1.0060E+002   1.0536E+009   0.0000E+000   0.0000E+000
     10080   1.0080E+002   1.1031E+009   0.0000E+000   0.0000E+000
     10100   1.0100E+002   1.1548E+009   0.0000E+000   0.0000E+000
     10120   1.0120E+002   1.2089E+009   0.0000E+000   0.0000E+000
     10140   1.0140E+002   1.2656E+009   0.0000E+000   0.0000E+000
     10160   1.0160E+002   1.3250E+009   0.0000E+000   0.0000E+000
