  0.125207076972232       5.145030770463924E-002
  2.820014579224508E-003  2.627356539539363E-002
  4.956082595811141E-011  1.260828977288618E-011
 -4.987374362056658E-002 -0.169908788981324     
 -2.964938570318724E-002  1.485247259149759E-002
 -1.410514290642861E-002 -1.233995871340535E-002
  6.105275390832397E-002  1.024343218960135E-002
 -7.107495588017222E-002 -9.414491867992898E-002
  1.288380159935684E-002 -1.341894727591735E-002
  9.019713012509697E-003  1.494630075601105E-002
   2.99578650133371        6.04585802569817     
